Question Title,Sub-Outcome Code,Module,Topic/ Unit,Learning Outcome,Sub-Outcome,Question Type,Question Format,Origin/Author,Automatic Grading,Randomizable Parameters,Needs Calculator,Keywords,Last Edited By,Last Edit,Sean Reviewed,Shaobo Reviewed,Status,On Mobius,Margin of Error,Sig Fig
STATICS-CMC06.02.01,https://www.notion.so/STATICS-CMC06-02-dfab0a85b8fb4734b6365246df26ad57,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate an equivalent couple moment, given a complete 2D diagram","2. d unknown, F's different",A,Numerical fill in the blank,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC06.02.02,https://www.notion.so/STATICS-CMC06-02-dfab0a85b8fb4734b6365246df26ad57,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate an equivalent couple moment, given a complete 2D diagram","2. d unknown, F's different",A,Numerical fill in the blank,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC06.02.03,https://www.notion.so/STATICS-CMC06-02-dfab0a85b8fb4734b6365246df26ad57,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate an equivalent couple moment, given a complete 2D diagram","2. d unknown, F's different",A,Numerical fill in the blank,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC06.03.01,https://www.notion.so/STATICS-CMC06-03-23290f1db23b42d0a90c15109f9f7591,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate an equivalent couple moment, given a complete 2D diagram","3. F unknown, d same",A,Numerical fill in the blank,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC06.03.02,https://www.notion.so/STATICS-CMC06-03-23290f1db23b42d0a90c15109f9f7591,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate an equivalent couple moment, given a complete 2D diagram","3. F unknown, d same",A,Numerical fill in the blank,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC06.03.03,https://www.notion.so/STATICS-CMC06-03-23290f1db23b42d0a90c15109f9f7591,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate an equivalent couple moment, given a complete 2D diagram","3. F unknown, d same",A,Numerical fill in the blank,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC06.04.01,https://www.notion.so/STATICS-CMC06-04-f2b3b18e54f249059a1d15e8b4822151,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate an equivalent couple moment, given a complete 2D diagram","4. F unknown, d different",A,Numerical fill in the blank,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC06.04.02,https://www.notion.so/STATICS-CMC06-04-f2b3b18e54f249059a1d15e8b4822151,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate an equivalent couple moment, given a complete 2D diagram","4. F unknown, d different",A,Numerical fill in the blank,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC06.04.03,https://www.notion.so/STATICS-CMC06-04-f2b3b18e54f249059a1d15e8b4822151,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate an equivalent couple moment, given a complete 2D diagram","4. F unknown, d different",A,Numerical fill in the blank,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC08.01.01,https://www.notion.so/STATICS-CMC08-01-7b9291ec8b8d4b1faf77fed95583f2a3,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Calculate an equivalent force-couple system in 2D given a diagram showing one force or one moment and its perpendicular distance from a point or axis,1. One force passing through the point about which the equivalent force couple is being calculated,A,Numerical fill in the blank,Zoe,Yes,No,No,"force and couple system, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC08.01.02,https://www.notion.so/STATICS-CMC08-01-7b9291ec8b8d4b1faf77fed95583f2a3,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Calculate an equivalent force-couple system in 2D given a diagram showing one force or one moment and its perpendicular distance from a point or axis,1. One force passing through the point about which the equivalent force couple is being calculated,A,Numerical fill in the blank,Zoe,Yes,No,No,"force and couple system, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC08.01.03,https://www.notion.so/STATICS-CMC08-01-7b9291ec8b8d4b1faf77fed95583f2a3,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Calculate an equivalent force-couple system in 2D given a diagram showing one force or one moment and its perpendicular distance from a point or axis,1. One force passing through the point about which the equivalent force couple is being calculated,A,Numerical fill in the blank,Zoe,Yes,No,No,"force and couple system, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC08.02.01,https://www.notion.so/STATICS-CMC08-02-bf0f113a1bb44ac9bed80391646bdb4d,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Calculate an equivalent force-couple system in 2D given a diagram showing one force or one moment and its perpendicular distance from a point or axis,2. One forces does not pass through the point about which the equivalent force couple is being calculated,A,Numerical fill in the blank,Zoe,Yes,No,No,"force and couple system, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC08.02.02,https://www.notion.so/STATICS-CMC08-02-bf0f113a1bb44ac9bed80391646bdb4d,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Calculate an equivalent force-couple system in 2D given a diagram showing one force or one moment and its perpendicular distance from a point or axis,2. One forces does not pass through the point about which the equivalent force couple is being calculated,A,Numerical fill in the blank,Zoe,Yes,No,No,"force and couple system, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC08.02.03,https://www.notion.so/STATICS-CMC08-02-bf0f113a1bb44ac9bed80391646bdb4d,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Calculate an equivalent force-couple system in 2D given a diagram showing one force or one moment and its perpendicular distance from a point or axis,2. One forces does not pass through the point about which the equivalent force couple is being calculated,A,Numerical fill in the blank,Zoe,Yes,No,No,"force and couple system, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC08.03.01,https://www.notion.so/STATICS-CMC08-03-9e8962177a2d47ce9ecf784762961b68,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Calculate an equivalent force-couple system in 2D given a diagram showing one force or one moment and its perpendicular distance from a point or axis,3. One moment,A,Numerical fill in the blank,Zoe,Yes,No,No,"force and couple system, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC08.03.02,https://www.notion.so/STATICS-CMC08-03-9e8962177a2d47ce9ecf784762961b68,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Calculate an equivalent force-couple system in 2D given a diagram showing one force or one moment and its perpendicular distance from a point or axis,3. One moment,A,Numerical fill in the blank,Zoe,Yes,No,No,"force and couple system, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC08.03.03,https://www.notion.so/STATICS-CMC08-03-9e8962177a2d47ce9ecf784762961b68,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Calculate an equivalent force-couple system in 2D given a diagram showing one force or one moment and its perpendicular distance from a point or axis,3. One moment,A,Numerical fill in the blank,Zoe,Yes,No,No,"force and couple system, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC01.01.01,https://www.notion.so/STATICS-CMC01-01-8bff659142e9477c915bb61c8cd572a4,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize whether a pair of 2D vectors creates a couple moment or not, given a complete diagram",1. opposite parallel,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC01.03.01,https://www.notion.so/STATICS-CMC01-03-5a292288964746df821156062ae9f6c8,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize whether a pair of 2D vectors creates a couple moment or not, given a complete diagram",3. not parallel,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC01.02.01,https://www.notion.so/STATICS-CMC01-02-ad55cd4671bd4c6baa95f6be02c033db,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize whether a pair of 2D vectors creates a couple moment or not, given a complete diagram",2. same direction parallel,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC07.02.03,https://www.notion.so/STATICS-CMC07-02-6d58ff914fef41ec82ca5e579b732c8e,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Define the concept of a free vector,2. what is a good definition of a free vector,A,Multiple choice,Caelia,Yes,No,No,"couple, free vector, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC07.02.02,https://www.notion.so/STATICS-CMC07-02-6d58ff914fef41ec82ca5e579b732c8e,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Define the concept of a free vector,2. what is a good definition of a free vector,A,Multiple choice,Caelia,Yes,No,No,"couple, free vector, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC07.01.03,https://www.notion.so/STATICS-CMC07-01-b67040b09bc24afd9187e91c74670ad5,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Define the concept of a free vector,1. which vectors are free vectors,A,Multiple choice,Caelia,Yes,No,No,"couple, free vector, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC07.01.02,https://www.notion.so/STATICS-CMC07-01-b67040b09bc24afd9187e91c74670ad5,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Define the concept of a free vector,1. which vectors are free vectors,A,Multiple choice,Caelia,Yes,No,No,"couple, free vector, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC04.04.04,https://www.notion.so/STATICS-CMC04-04-a09ab2840fd845bf890c9482b3b6ac1a,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate a couple moment in 2D, given a complete 2D diagram","4. vector, CCW",A,Numerical fill in the blank,Caelia,Yes,No,Yes,"2D, couple, diagram, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC04.04.03,https://www.notion.so/STATICS-CMC04-04-a09ab2840fd845bf890c9482b3b6ac1a,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate a couple moment in 2D, given a complete 2D diagram","4. vector, CCW",A,Numerical fill in the blank,Caelia,Yes,No,Yes,"2D, couple, diagram, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC04.04.02,https://www.notion.so/STATICS-CMC04-04-a09ab2840fd845bf890c9482b3b6ac1a,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate a couple moment in 2D, given a complete 2D diagram","4. vector, CCW",A,Numerical fill in the blank,Caelia,Yes,No,Yes,"2D, couple, diagram, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC04.03.04,https://www.notion.so/STATICS-CMC04-03-c091071270b847ef9386a4bfa8140869,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate a couple moment in 2D, given a complete 2D diagram","3. vector, CW",A,Numerical fill in the blank,Caelia,Yes,No,Yes,"2D, couple, diagram, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC04.03.03,https://www.notion.so/STATICS-CMC04-03-c091071270b847ef9386a4bfa8140869,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate a couple moment in 2D, given a complete 2D diagram","3. vector, CW",A,Numerical fill in the blank,Caelia,Yes,No,Yes,"2D, couple, diagram, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC04.03.02,https://www.notion.so/STATICS-CMC04-03-c091071270b847ef9386a4bfa8140869,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate a couple moment in 2D, given a complete 2D diagram","3. vector, CW",A,Numerical fill in the blank,Caelia,Yes,No,Yes,"2D, couple, diagram, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC04.03.01,https://www.notion.so/STATICS-CMC04-03-c091071270b847ef9386a4bfa8140869,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate a couple moment in 2D, given a complete 2D diagram","3. vector, CW",A,Numerical fill in the blank,Caelia,Yes,No,Yes,"2D, couple, diagram, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC04.01.01,https://www.notion.so/STATICS-CMC04-01-d17b81f4672047d0bc107738bd8fe68e,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate a couple moment in 2D, given a complete 2D diagram","1. scalar, CW",A,Numerical fill in the blank,Caelia,Yes,Yes,Yes,"2D, couple, diagram, moment, scalar",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC03.02.04,https://www.notion.so/STATICS-CMC03-02-f215e77c186d487092ab63bd12b007ac,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the direction of a couple moment (using the right hand rule), given a complete 2D diagram",2. -k,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, direction, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC03.02.03,https://www.notion.so/STATICS-CMC03-02-f215e77c186d487092ab63bd12b007ac,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the direction of a couple moment (using the right hand rule), given a complete 2D diagram",2. -k,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, direction, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC03.01.04,https://www.notion.so/STATICS-CMC03-01-59413ed49c2847a295f642efbb9c0735,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the direction of a couple moment (using the right hand rule), given a complete 2D diagram",1. +k,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, direction, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC03.02.02,https://www.notion.so/STATICS-CMC03-02-f215e77c186d487092ab63bd12b007ac,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the direction of a couple moment (using the right hand rule), given a complete 2D diagram",2. -k,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, direction, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC03.01.03,https://www.notion.so/STATICS-CMC03-01-59413ed49c2847a295f642efbb9c0735,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the direction of a couple moment (using the right hand rule), given a complete 2D diagram",1. +k,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, direction, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC03.01.02,https://www.notion.so/STATICS-CMC03-01-59413ed49c2847a295f642efbb9c0735,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the direction of a couple moment (using the right hand rule), given a complete 2D diagram",1. +k,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, direction, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC02.02.04,https://www.notion.so/STATICS-CMC02-02-c215125d484140f785755d441abbe7fc,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the sense of rotation of a couple moment (CW or CCW), given a complete 2D diagram",2. CCW,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC02.02.03,https://www.notion.so/STATICS-CMC02-02-c215125d484140f785755d441abbe7fc,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the sense of rotation of a couple moment (CW or CCW), given a complete 2D diagram",2. CCW,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC02.02.02,https://www.notion.so/STATICS-CMC02-02-c215125d484140f785755d441abbe7fc,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the sense of rotation of a couple moment (CW or CCW), given a complete 2D diagram",2. CCW,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC02.02.02,https://www.notion.so/STATICS-CMC02-02-c215125d484140f785755d441abbe7fc,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the sense of rotation of a couple moment (CW or CCW), given a complete 2D diagram",2. CCW,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC02.01.04,https://www.notion.so/STATICS-CMC02-01-8767d3c0c5c4434eb7eeb4e65461ca0d,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the sense of rotation of a couple moment (CW or CCW), given a complete 2D diagram",1. CW,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:24 AM",Yes,No,Approved,Yes,,
STATICS-CMC02.01.03,https://www.notion.so/STATICS-CMC02-01-8767d3c0c5c4434eb7eeb4e65461ca0d,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the sense of rotation of a couple moment (CW or CCW), given a complete 2D diagram",1. CW,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:24 AM",Yes,No,Approved,Yes,,
STATICS-CMC02.01.02,https://www.notion.so/STATICS-CMC02-01-8767d3c0c5c4434eb7eeb4e65461ca0d,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the sense of rotation of a couple moment (CW or CCW), given a complete 2D diagram",1. CW,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:24 AM",Yes,No,Approved,Yes,,
STATICS-CMC01.03.03,https://www.notion.so/STATICS-CMC01-03-5a292288964746df821156062ae9f6c8,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize whether a pair of 2D vectors creates a couple moment or not, given a complete diagram",3. not parallel,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC01.03.02,https://www.notion.so/STATICS-CMC01-03-5a292288964746df821156062ae9f6c8,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize whether a pair of 2D vectors creates a couple moment or not, given a complete diagram",3. not parallel,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC01.02.03,https://www.notion.so/STATICS-CMC01-02-ad55cd4671bd4c6baa95f6be02c033db,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize whether a pair of 2D vectors creates a couple moment or not, given a complete diagram",2. same direction parallel,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC01.01.03,https://www.notion.so/STATICS-CMC01-01-8bff659142e9477c915bb61c8cd572a4,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize whether a pair of 2D vectors creates a couple moment or not, given a complete diagram",1. opposite parallel,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC01.02.02,https://www.notion.so/STATICS-CMC01-02-ad55cd4671bd4c6baa95f6be02c033db,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize whether a pair of 2D vectors creates a couple moment or not, given a complete diagram",2. same direction parallel,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC01.01.02,https://www.notion.so/STATICS-CMC01-01-8bff659142e9477c915bb61c8cd572a4,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize whether a pair of 2D vectors creates a couple moment or not, given a complete diagram",1. opposite parallel,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC07.02.01,https://www.notion.so/STATICS-CMC07-02-6d58ff914fef41ec82ca5e579b732c8e,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Define the concept of a free vector,2. what is a good definition of a free vector,A,Multiple choice,Caelia,Yes,No,No,"couple, free vector, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC07.01.01,https://www.notion.so/STATICS-CMC07-01-b67040b09bc24afd9187e91c74670ad5,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),Define the concept of a free vector,1. which vectors are free vectors,A,Multiple choice,Caelia,Yes,No,No,"couple, free vector, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC04.04.01,https://www.notion.so/STATICS-CMC04-04-a09ab2840fd845bf890c9482b3b6ac1a,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate a couple moment in 2D, given a complete 2D diagram","4. vector, CCW",A,Numerical fill in the blank,Caelia,Yes,No,Yes,"2D, couple, diagram, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC04.02.01,https://www.notion.so/STATICS-CMC04-02-7581a7c5fb3146d59f64b21ac7786329,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate a couple moment in 2D, given a complete 2D diagram","2. scalar, CCW",A,Numerical fill in the blank,Caelia,Yes,Yes,Yes,"2D, couple, diagram, moment, scalar",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC03.01.01,https://www.notion.so/STATICS-CMC03-01-59413ed49c2847a295f642efbb9c0735,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the direction of a couple moment (using the right hand rule), given a complete 2D diagram",1. +k,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, direction, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC03.02.01,https://www.notion.so/STATICS-CMC03-02-f215e77c186d487092ab63bd12b007ac,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the direction of a couple moment (using the right hand rule), given a complete 2D diagram",2. -k,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, direction, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC02.02.01,https://www.notion.so/STATICS-CMC02-02-c215125d484140f785755d441abbe7fc,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the sense of rotation of a couple moment (CW or CCW), given a complete 2D diagram",2. CCW,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC02.01.01,https://www.notion.so/STATICS-CMC02-01-8767d3c0c5c4434eb7eeb4e65461ca0d,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Recognize the sense of rotation of a couple moment (CW or CCW), given a complete 2D diagram",1. CW,A,Multiple choice,Caelia,Yes,No,No,"2D, couple, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:24 AM",Yes,No,Approved,Yes,,
STATICS-RBSEXX.01.01(cable),,,,,,A,,,Yes,No,No,,Caelia Gardiner,"Oct 30, 2020 11:22 AM",No,No,under construction,No,,
STATICS-RBSEXX.01.02(link),,,,,,A,,,Yes,No,No,,Zoe Mao,"Oct 30, 2020 11:22 AM",No,No,under construction,No,,
